2021-08-23 1:09:06 - PHP Warning:  mysqli::__construct(): (HY000/2002): php_network_getaddresses: getaddrinfo failed: No such host is known.  in C:\xampp\htdocs\opencart\system\library\db\mysqli.php on line 7
2021-08-23 2:16:10 - PHP Warning:  fsockopen(): php_network_getaddresses: getaddrinfo failed: A non-recoverable error occurred during a database lookup.  in C:\xampp\htdocs\opencart\system\library\mail\smtp.php on line 88
2021-08-23 2:16:10 - PHP Warning:  fsockopen(): unable to connect to cpascual107@gmail.com:25 (php_network_getaddresses: getaddrinfo failed: A non-recoverable error occurred during a database lookup. ) in C:\xampp\htdocs\opencart\system\library\mail\smtp.php on line 88
2021-08-23 2:17:47 - PHP Warning:  fsockopen(): unable to connect to :25 (No connection could be made because the target machine actively refused it.
) in C:\xampp\htdocs\opencart\system\library\mail\smtp.php on line 88
2021-08-23 3:38:19 - PHP Warning:  fsockopen(): unable to connect to :25 (No connection could be made because the target machine actively refused it.
) in C:\xampp\htdocs\opencart\system\library\mail\smtp.php on line 88
2021-08-23 3:39:20 - PHP Warning:  mail(): Failed to connect to mailserver at &quot;localhost&quot; port 25, verify your &quot;SMTP&quot; and &quot;smtp_port&quot; setting in php.ini or use ini_set() in C:\xampp\htdocs\opencart\system\library\mail\mail.php on line 77
2021-08-23 3:39:54 - PHP Warning:  mail(): Failed to connect to mailserver at &quot;localhost&quot; port 25, verify your &quot;SMTP&quot; and &quot;smtp_port&quot; setting in php.ini or use ini_set() in C:\xampp\htdocs\opencart\system\library\mail\mail.php on line 77
2021-08-23 4:44:03 - PHP Warning:  mail(): Failed to connect to mailserver at &quot;localhost&quot; port 25, verify your &quot;SMTP&quot; and &quot;smtp_port&quot; setting in php.ini or use ini_set() in C:\xampp\htdocs\opencart\system\library\mail\mail.php on line 77
2021-08-23 4:44:05 - PHP Warning:  mail(): Failed to connect to mailserver at &quot;localhost&quot; port 25, verify your &quot;SMTP&quot; and &quot;smtp_port&quot; setting in php.ini or use ini_set() in C:\xampp\htdocs\opencart\system\library\mail\mail.php on line 77
2021-08-24 0:22:54 - PHP Warning:  mail(): Failed to connect to mailserver at &quot;localhost&quot; port 25, verify your &quot;SMTP&quot; and &quot;smtp_port&quot; setting in php.ini or use ini_set() in C:\xampp\htdocs\opencart\system\library\mail\mail.php on line 77
2021-08-24 0:22:56 - PHP Warning:  mail(): Failed to connect to mailserver at &quot;localhost&quot; port 25, verify your &quot;SMTP&quot; and &quot;smtp_port&quot; setting in php.ini or use ini_set() in C:\xampp\htdocs\opencart\system\library\mail\mail.php on line 77
2021-08-24 0:22:58 - PHP Warning:  mail(): Failed to connect to mailserver at &quot;localhost&quot; port 25, verify your &quot;SMTP&quot; and &quot;smtp_port&quot; setting in php.ini or use ini_set() in C:\xampp\htdocs\opencart\system\library\mail\mail.php on line 77
2021-08-24 0:28:57 - PHP Warning:  mail(): Failed to connect to mailserver at &quot;localhost&quot; port 25, verify your &quot;SMTP&quot; and &quot;smtp_port&quot; setting in php.ini or use ini_set() in C:\xampp\htdocs\opencart\system\library\mail\mail.php on line 77
2021-08-24 0:29:00 - PHP Warning:  mail(): Failed to connect to mailserver at &quot;localhost&quot; port 25, verify your &quot;SMTP&quot; and &quot;smtp_port&quot; setting in php.ini or use ini_set() in C:\xampp\htdocs\opencart\system\library\mail\mail.php on line 77
2021-08-24 0:29:02 - PHP Warning:  mail(): Failed to connect to mailserver at &quot;localhost&quot; port 25, verify your &quot;SMTP&quot; and &quot;smtp_port&quot; setting in php.ini or use ini_set() in C:\xampp\htdocs\opencart\system\library\mail\mail.php on line 77
2021-08-24 1:29:22 - PHP Warning:  fsockopen(): php_network_getaddresses: getaddrinfo failed: No such host is known.  in C:\xampp\htdocs\opencart\system\library\mail\smtp.php on line 88
2021-08-24 1:29:22 - PHP Warning:  fsockopen(): unable to connect to smtp.gmail.com:587 (php_network_getaddresses: getaddrinfo failed: No such host is known. ) in C:\xampp\htdocs\opencart\system\library\mail\smtp.php on line 88
2021-08-24 2:20:57 - PHP Warning:  require(PHPMailer\src\Exception.php): failed to open stream: No such file or directory in C:\xampp\htdocs\opencart\system\library\mail\smtp.php on line 19
2021-08-24 2:21:52 - PHP Warning:  require(..\PHPMailer\src\Exception.php): failed to open stream: No such file or directory in C:\xampp\htdocs\opencart\system\library\mail\smtp.php on line 19
2021-08-24 2:22:33 - PHP Warning:  require(..\PHPMailer\src\Exception.php): failed to open stream: No such file or directory in C:\xampp\htdocs\opencart\system\library\mail\smtp.php on line 19
2021-08-24 2:28:46 - PHP Warning:  filemtime(): stat failed for Event code replacing C:/xampp/htdocs/opencart/catalog/view/theme/default/template/mail/order_add.twig, CRC 2768257261 in C:\xampp\htdocs\opencart\system\library\template\twix.php on line 74
2021-08-24 2:28:46 - PHP Warning:  require(..\PHPMailer\src\Exception.php): failed to open stream: No such file or directory in C:\xampp\htdocs\opencart\system\library\mail\smtp.php on line 19
2021-08-24 2:28:50 - PHP Warning:  filemtime(): stat failed for Event code replacing C:/xampp/htdocs/opencart/catalog/view/theme/default/template/mail/order_add.twig, CRC 2768257261 in C:\xampp\htdocs\opencart\system\library\template\twix.php on line 74
2021-08-24 2:28:50 - PHP Warning:  require(..\PHPMailer\src\Exception.php): failed to open stream: No such file or directory in C:\xampp\htdocs\opencart\system\library\mail\smtp.php on line 19
2021-08-24 2:30:00 - PHP Warning:  filemtime(): stat failed for Event code replacing C:/xampp/htdocs/opencart/catalog/view/theme/default/template/mail/order_add.twig, CRC 2768257261 in C:\xampp\htdocs\opencart\system\library\template\twix.php on line 74
2021-08-24 2:30:00 - PHP Warning:  require(..\PHPMailer\src\Exception.php): failed to open stream: No such file or directory in C:\xampp\htdocs\opencart\system\library\mail\smtp.php on line 19
2021-08-24 2:30:09 - PHP Warning:  filemtime(): stat failed for Event code replacing C:/xampp/htdocs/opencart/catalog/view/theme/default/template/mail/order_add.twig, CRC 2768257261 in C:\xampp\htdocs\opencart\system\library\template\twix.php on line 74
2021-08-24 2:30:09 - PHP Warning:  require(..\PHPMailer\src\Exception.php): failed to open stream: No such file or directory in C:\xampp\htdocs\opencart\system\library\mail\smtp.php on line 19
2021-08-24 2:31:00 - PHP Warning:  filemtime(): stat failed for Event code replacing C:/xampp/htdocs/opencart/catalog/view/theme/default/template/mail/order_add.twig, CRC 2768257261 in C:\xampp\htdocs\opencart\system\library\template\twix.php on line 74
2021-08-24 2:31:00 - PHP Warning:  require(..\PHPMailer\src\Exception.php): failed to open stream: No such file or directory in C:\xampp\htdocs\opencart\system\library\mail\smtp.php on line 19
2021-08-24 2:32:42 - PHP Warning:  filemtime(): stat failed for Event code replacing C:/xampp/htdocs/opencart/catalog/view/theme/default/template/mail/order_add.twig, CRC 2768257261 in C:\xampp\htdocs\opencart\system\library\template\twix.php on line 74
2021-08-24 2:32:42 - PHP Warning:  require(..\PHPMailer\src\Exception.php): failed to open stream: No such file or directory in C:\xampp\htdocs\opencart\system\library\mail\smtp.php on line 19
2021-08-24 2:33:23 - PHP Warning:  filemtime(): stat failed for Event code replacing C:/xampp/htdocs/opencart/catalog/view/theme/default/template/mail/order_add.twig, CRC 914312239 in C:\xampp\htdocs\opencart\system\library\template\twix.php on line 74
2021-08-24 2:33:23 - PHP Warning:  require(..\PHPMailer\src\Exception.php): failed to open stream: No such file or directory in C:\xampp\htdocs\opencart\system\library\mail\smtp.php on line 19
2021-08-24 2:33:31 - PHP Warning:  filemtime(): stat failed for Event code replacing C:/xampp/htdocs/opencart/catalog/view/theme/default/template/mail/order_add.twig, CRC 914312239 in C:\xampp\htdocs\opencart\system\library\template\twix.php on line 74
2021-08-24 2:33:31 - PHP Warning:  require(..\PHPMailer\src\Exception.php): failed to open stream: No such file or directory in C:\xampp\htdocs\opencart\system\library\mail\smtp.php on line 19
2021-08-24 2:33:37 - PHP Warning:  filemtime(): stat failed for Event code replacing C:/xampp/htdocs/opencart/catalog/view/theme/default/template/mail/order_add.twig, CRC 914312239 in C:\xampp\htdocs\opencart\system\library\template\twix.php on line 74
2021-08-24 2:33:37 - PHP Warning:  require(..\PHPMailer\src\Exception.php): failed to open stream: No such file or directory in C:\xampp\htdocs\opencart\system\library\mail\smtp.php on line 19
2021-08-24 2:35:53 - PHP Warning:  require(..\PHPMailer\src\Exception.php): failed to open stream: No such file or directory in C:\xampp\htdocs\opencart\system\library\mail\smtp.php on line 19
2021-08-24 2:36:06 - PHP Notice:  Undefined variable: to in C:\xampp\htdocs\opencart\system\library\mail\smtp.php on line 37
2021-08-24 2:41:33 - PHP Warning:  require(..\PHPMailer\src\Exception.php): failed to open stream: No such file or directory in C:\xampp\htdocs\opencart\system\library\mail\smtp.php on line 19
2021-08-24 2:42:37 - PHP Warning:  require(.PHPMailer\src\Exception.php): failed to open stream: No such file or directory in C:\xampp\htdocs\opencart\system\library\mail\smtp.php on line 19
2021-08-24 2:42:57 - PHP Warning:  require(PHPMailer\src\Exception.php): failed to open stream: No such file or directory in C:\xampp\htdocs\opencart\system\library\mail\smtp.php on line 19
2021-08-24 2:43:27 - PHP Warning:  require(PHPMailer\src\Exception.php): failed to open stream: No such file or directory in C:\xampp\htdocs\opencart\system\library\mail\smtp.php on line 19
2021-08-24 2:44:07 - PHP Warning:  require(PHPMailer\src\PHPMailerAutoload.php): failed to open stream: No such file or directory in C:\xampp\htdocs\opencart\system\library\mail\smtp.php on line 22
2021-08-24 2:44:15 - PHP Warning:  require(PHPMailer\src\PHPMailerAutoload.php): failed to open stream: No such file or directory in C:\xampp\htdocs\opencart\system\library\mail\smtp.php on line 22
2021-08-24 4:39:53 - PHP Warning:  filemtime(): stat failed for Event code replacing C:/xampp/htdocs/opencart/catalog/view/theme/default/template/mail/order_add.twig, CRC 505561474 in C:\xampp\htdocs\opencart\system\library\template\twix.php on line 74
2021-08-24 4:42:30 - PHP Warning:  filemtime(): stat failed for Event code replacing C:/xampp/htdocs/opencart/catalog/view/theme/default/template/mail/order_add.twig, CRC 1813667294 in C:\xampp\htdocs\opencart\system\library\template\twix.php on line 74
2021-08-24 4:49:03 - PHP Warning:  filemtime(): stat failed for Event code replacing C:/xampp/htdocs/opencart/catalog/view/theme/default/template/mail/order_add.twig, CRC 1813667294 in C:\xampp\htdocs\opencart\system\library\template\twix.php on line 74
2021-08-24 4:53:17 - PHP Warning:  filemtime(): stat failed for Event code replacing C:/xampp/htdocs/opencart/catalog/view/theme/default/template/mail/order_add.twig, CRC 19445509 in C:\xampp\htdocs\opencart\system\library\template\twix.php on line 74
2021-08-24 7:02:19 - PHP Notice:  Undefined variable: num_rows in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 160
2021-08-24 7:02:19 - PHP Notice:  Undefined property: stdClass::$ in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 160
2021-08-24 7:02:23 - PHP Notice:  Undefined variable: num_rows in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 160
2021-08-24 7:02:23 - PHP Notice:  Undefined property: stdClass::$ in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 160
2021-08-24 7:02:29 - PHP Notice:  Undefined variable: num_rows in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 160
2021-08-24 7:02:29 - PHP Notice:  Undefined property: stdClass::$ in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 160
2021-08-24 7:02:29 - PHP Notice:  Undefined variable: num_rows in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 160
2021-08-24 7:02:29 - PHP Notice:  Undefined property: stdClass::$ in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 160
2021-08-24 7:02:29 - PHP Notice:  Undefined variable: num_rows in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 160
2021-08-24 7:02:29 - PHP Notice:  Undefined property: stdClass::$ in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 160
2021-08-24 7:11:50 - PHP Notice:  Undefined variable: num_rows in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 160
2021-08-24 7:11:50 - PHP Notice:  Undefined property: stdClass::$ in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 160
2021-08-24 7:11:54 - PHP Notice:  Undefined variable: num_rows in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 160
2021-08-24 7:11:54 - PHP Notice:  Undefined property: stdClass::$ in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 160
2021-08-24 7:12:00 - PHP Notice:  Undefined variable: num_rows in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 160
2021-08-24 7:12:00 - PHP Notice:  Undefined property: stdClass::$ in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 160
2021-08-24 7:12:00 - PHP Notice:  Undefined variable: num_rows in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 160
2021-08-24 7:12:00 - PHP Notice:  Undefined property: stdClass::$ in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 160
2021-08-24 7:12:00 - PHP Notice:  Undefined variable: num_rows in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 160
2021-08-24 7:12:00 - PHP Notice:  Undefined property: stdClass::$ in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 160
2021-08-24 7:13:54 - PHP Notice:  Undefined variable: num_rows in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 160
2021-08-24 7:13:54 - PHP Notice:  Undefined property: stdClass::$ in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 160
2021-08-24 7:13:57 - PHP Notice:  Undefined variable: num_rows in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 160
2021-08-24 7:13:57 - PHP Notice:  Undefined property: stdClass::$ in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 160
2021-08-24 7:14:04 - PHP Notice:  Undefined variable: num_rows in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 160
2021-08-24 7:14:04 - PHP Notice:  Undefined property: stdClass::$ in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 160
2021-08-24 7:14:04 - PHP Notice:  Undefined variable: num_rows in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 160
2021-08-24 7:14:04 - PHP Notice:  Undefined property: stdClass::$ in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 160
2021-08-24 7:14:04 - PHP Notice:  Undefined variable: num_rows in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 160
2021-08-24 7:14:04 - PHP Notice:  Undefined property: stdClass::$ in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 160
2021-08-24 7:16:04 - PHP Notice:  Undefined variable: num_rows in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 160
2021-08-24 7:16:04 - PHP Notice:  Undefined property: stdClass::$ in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 160
2021-08-24 7:16:07 - PHP Notice:  Undefined variable: num_rows in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 160
2021-08-24 7:16:07 - PHP Notice:  Undefined property: stdClass::$ in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 160
2021-08-24 7:16:14 - PHP Notice:  Undefined variable: num_rows in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 160
2021-08-24 7:16:14 - PHP Notice:  Undefined property: stdClass::$ in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 160
2021-08-24 7:16:14 - PHP Notice:  Undefined variable: num_rows in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 160
2021-08-24 7:16:14 - PHP Notice:  Undefined property: stdClass::$ in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 160
2021-08-24 7:16:14 - PHP Notice:  Undefined variable: num_rows in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 160
2021-08-24 7:16:14 - PHP Notice:  Undefined property: stdClass::$ in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 160
2021-08-24 7:17:12 - PHP Notice:  Undefined variable: num_rows in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 160
2021-08-24 7:17:12 - PHP Notice:  Undefined property: stdClass::$ in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 160
2021-08-24 7:17:15 - PHP Notice:  Undefined variable: num_rows in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 160
2021-08-24 7:17:15 - PHP Notice:  Undefined property: stdClass::$ in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 160
2021-08-24 7:17:22 - PHP Notice:  Undefined variable: num_rows in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 160
2021-08-24 7:17:22 - PHP Notice:  Undefined property: stdClass::$ in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 160
2021-08-24 7:17:22 - PHP Notice:  Undefined variable: num_rows in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 160
2021-08-24 7:17:22 - PHP Notice:  Undefined property: stdClass::$ in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 160
2021-08-24 7:17:22 - PHP Notice:  Undefined variable: num_rows in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 160
2021-08-24 7:17:22 - PHP Notice:  Undefined property: stdClass::$ in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 160
2021-08-24 7:18:37 - PHP Notice:  Undefined variable: num_rows in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 160
2021-08-24 7:18:37 - PHP Notice:  Undefined property: stdClass::$ in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 160
2021-08-24 7:18:40 - PHP Notice:  Undefined variable: num_rows in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 160
2021-08-24 7:18:40 - PHP Notice:  Undefined property: stdClass::$ in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 160
2021-08-24 7:18:46 - PHP Notice:  Undefined variable: num_rows in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 160
2021-08-24 7:18:46 - PHP Notice:  Undefined property: stdClass::$ in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 160
2021-08-24 7:18:46 - PHP Notice:  Undefined variable: num_rows in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 160
2021-08-24 7:18:46 - PHP Notice:  Undefined property: stdClass::$ in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 160
2021-08-24 7:18:46 - PHP Notice:  Undefined variable: num_rows in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 160
2021-08-24 7:18:46 - PHP Notice:  Undefined property: stdClass::$ in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 160
2021-08-24 7:22:41 - PHP Notice:  Undefined variable: num_rows in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 160
2021-08-24 7:22:41 - PHP Notice:  Undefined property: stdClass::$ in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 160
2021-08-24 7:22:44 - PHP Notice:  Undefined variable: num_rows in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 160
2021-08-24 7:22:44 - PHP Notice:  Undefined property: stdClass::$ in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 160
2021-08-24 7:22:51 - PHP Notice:  Undefined variable: num_rows in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 160
2021-08-24 7:22:51 - PHP Notice:  Undefined property: stdClass::$ in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 160
2021-08-24 7:22:51 - PHP Notice:  Undefined variable: num_rows in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 160
2021-08-24 7:22:51 - PHP Notice:  Undefined property: stdClass::$ in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 160
2021-08-24 7:22:51 - PHP Notice:  Undefined variable: num_rows in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 160
2021-08-24 7:22:51 - PHP Notice:  Undefined property: stdClass::$ in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 160
2021-08-24 7:37:52 - PHP Notice:  Undefined variable: num_rows in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 166
2021-08-24 7:37:52 - PHP Notice:  Undefined property: stdClass::$ in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 166
2021-08-24 7:37:55 - PHP Notice:  Undefined variable: num_rows in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 166
2021-08-24 7:37:55 - PHP Notice:  Undefined property: stdClass::$ in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 166
2021-08-24 7:38:01 - PHP Notice:  Undefined variable: num_rows in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 166
2021-08-24 7:38:01 - PHP Notice:  Undefined property: stdClass::$ in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 166
2021-08-24 7:38:01 - PHP Notice:  Undefined variable: num_rows in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 166
2021-08-24 7:38:01 - PHP Notice:  Undefined property: stdClass::$ in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 166
2021-08-24 7:38:01 - PHP Notice:  Undefined variable: num_rows in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 166
2021-08-24 7:38:01 - PHP Notice:  Undefined property: stdClass::$ in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 166
2021-08-24 7:38:54 - PHP Notice:  Undefined variable: num_rows in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 166
2021-08-24 7:38:54 - PHP Notice:  Undefined property: stdClass::$ in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 166
2021-08-24 7:38:57 - PHP Notice:  Undefined variable: num_rows in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 166
2021-08-24 7:38:57 - PHP Notice:  Undefined property: stdClass::$ in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 166
2021-08-24 7:39:03 - PHP Notice:  Undefined variable: num_rows in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 166
2021-08-24 7:39:03 - PHP Notice:  Undefined property: stdClass::$ in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 166
2021-08-24 7:39:03 - PHP Notice:  Undefined variable: num_rows in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 166
2021-08-24 7:39:03 - PHP Notice:  Undefined property: stdClass::$ in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 166
2021-08-24 7:39:03 - PHP Notice:  Undefined variable: num_rows in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 166
2021-08-24 7:39:03 - PHP Notice:  Undefined property: stdClass::$ in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 166
2021-08-24 7:39:38 - PHP Notice:  Undefined variable: affiliate_query in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 242
2021-08-24 7:39:38 - PHP Notice:  Trying to get property 'row' of non-object in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 242
2021-08-24 7:39:38 - PHP Notice:  Trying to access array offset on value of type null in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 242
2021-08-24 7:39:41 - PHP Notice:  Undefined variable: affiliate_query in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 242
2021-08-24 7:39:41 - PHP Notice:  Trying to get property 'row' of non-object in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 242
2021-08-24 7:39:41 - PHP Notice:  Trying to access array offset on value of type null in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 242
2021-08-24 7:39:48 - PHP Notice:  Undefined variable: affiliate_query in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 242
2021-08-24 7:39:48 - PHP Notice:  Trying to get property 'row' of non-object in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 242
2021-08-24 7:39:48 - PHP Notice:  Trying to access array offset on value of type null in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 242
2021-08-24 7:39:48 - PHP Notice:  Undefined variable: affiliate_query in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 242
2021-08-24 7:39:48 - PHP Notice:  Trying to get property 'row' of non-object in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 242
2021-08-24 7:39:48 - PHP Notice:  Trying to access array offset on value of type null in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 242
2021-08-24 7:39:48 - PHP Notice:  Undefined variable: affiliate_query in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 242
2021-08-24 7:39:48 - PHP Notice:  Trying to get property 'row' of non-object in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 242
2021-08-24 7:39:48 - PHP Notice:  Trying to access array offset on value of type null in C:\xampp\htdocs\opencart\catalog\model\checkout\order.php on line 242
2021-08-31 1:14:07 - PHP Warning:  fsockopen(): php_network_getaddresses: getaddrinfo failed: No such host is known.  in C:\xampp\htdocs\opencart\system\library\mail\smtp.php on line 88
